CountryName,CityName,Latitude,Longitude
Nyanza,-2.3430532,29.770224144656872,Rwanda,Rwanda
Qalqiliya,48.8233394,-109.4990746,State of Palestine,State of Palestine
Jene,48.2787938,20.2141256,Burundi,Burundi
Ernakulam,9.98408,76.2741457,Bassas da India,Bassas da India
Haradh Town,16.4061009,43.0560545,Yemen,Yemen
Bukidnon,8.022778,124.998611,Philippines,Philippines
Pasar Bawah,-3.7842712,103.5473351,Indonesia,Indonesia
Virunga,-1.66222035,29.23349949165771,Democratic Republic of the Congo,Democratic Republic of the Congo
Pasar Nauli Sibolga,1.7481079,98.789843,Indonesia,Indonesia
Bar Kaev,13.6868898,107.2144802,Cambodia,Cambodia
Bossaso,11.00261495,49.41072274526701,Somalia,Somalia
Kin Seik,20.3728062,93.2724514,Myanmar,Myanmar
Isfara,40.123264,70.6134164,Tajikistan,Tajikistan
Jhabua,22.88585225,74.72513368804519,Bassas da India,Bassas da India
Douekire,16.5740066,-3.3726859,Mali,Mali
Benguet,16.5,120.666667,Philippines,Philippines
Nuristan,35.3,70.833333,Afghanistan,Afghanistan
Milange,-16.0972035,35.7710397,Mozambique,Mozambique
Bansang,13.4357739,-14.6587882,Gambia,Gambia
Hhohho,-26.1022695,31.364094517500757,Swaziland,Swaziland
Rivne,51.2074112,26.5208033,Ukraine,Ukraine
Marché central (Labé),11.427672300000001,-12.682383027392946,Guinea,Guinea
Ivano-Frankivsk,48.7481718,24.5207477,Ukraine,Ukraine
Mangochi turn off,-14.1699595,34.9433046,Malawi,Malawi
Pasar Pulau Payung,1.66886075,101.44147317677812,Indonesia,Indonesia
Pasar Dahlia,-0.0189734,109.3253252,Indonesia,Indonesia
Rizal,14.65,121.25,Philippines,Philippines
Mambasa,0.2739651,29.065833,Democratic Republic of the Congo,Democratic Republic of the Congo
Ambikapur,23.1226343,83.1981886,Bassas da India,Bassas da India
Ingall,49.5603567,-92.8993419,Niger,Niger
Araria,26.26498795,87.37162648106798,Bassas da India,Bassas da India
Essau / Barra,13.4834841,-16.5472881,Gambia,Gambia
Tell Abiad,35.95113,39.012456,Syrian Arab Republic,Syrian Arab Republic
Odessa,46.4843023,30.7322878,Ukraine,Ukraine
Ahmedabad,23.0216238,72.5797068,Bassas da India,Bassas da India
Abomey,7.165446,1.9828803672675925,Benin,Benin
Mahoko,-1.6982114,29.344106,Rwanda,Rwanda
Deir-ez-Zor,35.3333335,40.1499999,Syrian Arab Republic,Syrian Arab Republic
Yefren,32.0633249,12.5271413,Libya,Libya
Bint Jbeil,33.1195382,35.4327933,Lebanon,Lebanon
Sabratha,32.7906211,12.4826746,Libya,Libya
Nsungwi,-13.886958,33.75480284603489,Malawi,Malawi
Sare Ngai,13.4738712,-14.8359791,Gambia,Gambia
Bhamo Market,24.25060445,97.34607155907246,Myanmar,Myanmar
Sibanor,13.205939,-16.193505,Gambia,Gambia
Jinja,0.57515665,33.28052985775423,Uganda,Uganda
Pasar Kosambi,-6.17924615,106.71728575,Indonesia,Indonesia
Batken,40.0663344,70.8226795541263,Kyrgyzstan,Kyrgyzstan
Djoulouna,14.5436511,-1.9489384,Mali,Mali
Makanjila,-13.7061707,35.0451935,Malawi,Malawi
Neshuro,-20.9453657,30.6455759,Zimbabwe,Zimbabwe
Ruhehe,-2.4371435,30.0337453,Burundi,Burundi
Goundam,16.4168533,-3.6636275,Mali,Mali
Santa Cruz,28.469648,-16.2540884,Philippines,Philippines
Nimroz,30.7753811,62.4793088,Afghanistan,Afghanistan
Nyanzale,-1.021331,29.113547,Democratic Republic of the Congo,Democratic Republic of the Congo
Home shop,25.0897214,121.5238026,Myanmar,Myanmar
Vunga,-4.5041784,152.0625022,Rwanda,Rwanda
Hula,-10.0981328,147.7246967,Syrian Arab Republic,Syrian Arab Republic
Mpamba,-0.742568,30.6453493,Malawi,Malawi
Damaturu,11.747,11.9608,Nigeria,Nigeria
Songwe Region,-8.2769421,32.86174429611566,United Republic of Tanzania,United Republic of Tanzania
Kinkala,-4.3565973,14.7587752,Congo,Congo
Sayda,50.7124239,13.4193688,Syrian Arab Republic,Syrian Arab Republic
Nkhotakota,-12.8321965,34.032917703204646,Malawi,Malawi
Kameme,-9.5692058,33.092603,Malawi,Malawi
Shwe Hin Tar,15.5094772,97.8570445,Myanmar,Myanmar
Karakol,45.710182,37.775433,Kyrgyzstan,Kyrgyzstan
Dushanbe,38.585694700000005,68.7603746751885,Tajikistan,Tajikistan
Kindia,10.1154374,-13.1916883,Guinea,Guinea
m. Kyiv,50.410272449999994,30.44406001346379,Ukraine,Ukraine
Chandigarh,30.72984395,76.78414567016054,Bassas da India,Bassas da India
Kolkata,22.5726459,88.3638953,Bassas da India,Bassas da India
Taunggyi,20.7907874,97.0364294,Myanmar,Myanmar
Fatoto,13.402016249999999,-13.889870339969605,Gambia,Gambia
Amman,31.9515694,35.9239625,Jordan,Jordan
Bhamo,24.2692872,97.17853617700688,Myanmar,Myanmar
Hsihseng,20.160643,97.252818,Myanmar,Myanmar
Monzombo,3.0542536,18.5173858,Congo,Congo
Misamis Occidental,8.333333,123.7,Philippines,Philippines
Ranchi,23.3700501,85.3250387,Bassas da India,Bassas da India
Limbé,19.7064096,-72.4029292,Cameroon,Cameroon
Davao,7.0648306,125.6080623,Philippines,Philippines
Saint Joseph,49.5344534,-1.529802,Zimbabwe,Zimbabwe
Tchomia,1.4418677,30.4833698,Democratic Republic of the Congo,Democratic Republic of the Congo
Kenema,7.8870853,-11.1888166,Sierra Leone,Sierra Leone
Northern Samar,12.42,124.81,Philippines,Philippines
Golomoti,-14.415644749999998,34.60278323564538,Malawi,Malawi
Bohol,9.833333,124.1615579,Philippines,Philippines
Karonga,-10.08474695,33.86619181196623,Malawi,Malawi
Rathedaung,20.488342,92.754158,Myanmar,Myanmar
Aden,12.833333,44.916667,Yemen,Yemen
San Fernando,36.4643934,-6.198203,Philippines,Philippines
Manica,-19.0400995,33.4318137,Mozambique,Mozambique
La Paz,-16.4955455,-68.1336229,Bolivia,Bolivia
Pasar Hatta,-6.12389155,106.65658968644006,Indonesia,Indonesia
Pasar Batu,-1.944573,115.5702404,Indonesia,Indonesia
Dolo Ado,4.1763264,42.0551684,Ethiopia,Ethiopia
Diyala,34.0228719,45.1046224,Iraq,Iraq
Freetown,8.479004,-13.26795,Sierra Leone,Sierra Leone
Thondwe,-15.4739114,35.5205133,Malawi,Malawi
Bhuj,23.2472446,69.668339,Bassas da India,Bassas da India
Kirundo,-2.5606278,30.1651351,Burundi,Burundi
Tessalit,20.2019542,1.0124531,Mali,Mali
Kyauk Ta Lone,11.8992046,98.7597406,Myanmar,Myanmar
Jenin,32.4618837,35.297566,State of Palestine,State of Palestine
Aligarh,27.833333,78.166667,Bassas da India,Bassas da India
Tarhuna,32.4345861,13.6350687,Libya,Libya
Cotabato,7.27,124.86,Philippines,Philippines
Port Blair,11.6645348,92.7390448,Bassas da India,Bassas da India
Varanasi,25.3356491,83.0076292,Bassas da India,Bassas da India
Redcliff,-19.013933,29.,Zimbabwe,Zimbabwe
Gisenyi,-4.1724897,29.777346,Rwanda,Rwanda
Yaoundé-Marché 8e,3.86409925,11.49584959562651,Cameroon,Cameroon
Cotabato,7.27,124.86,Philippines,Philippines
Nawng Hkit,22.43836,98.9248,Myanmar,Myanmar
Birgunj,27.0135196,84.8763804,Nepal,Nepal
Cabanatuan,15.4905045,120.9684264,Philippines,Philippines
Pasar Kota,5.20319735,96.7003029,Indonesia,Indonesia
Pasar Siteba,-0.8972857,100.3684405,Indonesia,Indonesia
Sour,35.9994004,0.3381689,Lebanon,Lebanon
Likasi,-10.9891601,26.7397418,Democratic Republic of the Congo,Democratic Republic of the Congo
Gikongoro,-2.4721341,29.5827944,Rwanda,Rwanda
Khuwi,23.46,58.21,Malawi,Malawi
Mersa,-16.4764559,37.5050471,Ethiopia,Ethiopia
Tangyan,22.41137675,98.42465945876276,Myanmar,Myanmar
Analanjirofo (Region),-16.317265,49.49149101790898,Madagascar,Madagascar
Victoria Falls,-17.9229035,25.8490239,Zimbabwe,Zimbabwe
Konyokonyo,4.8363065,31.6076979,South Sudan,South Sudan
Gaza,-23.328398,32.8066057,State of Palestine,State of Palestine
Zamboanga Sibugay,7.7877097,122.5744217,Philippines,Philippines
Nawada,24.818123999999997,85.5185562336921,Bassas da India,Bassas da India
Sorgin,-16.5431813,35.0129799,Malawi,Malawi
Kolwezi,-10.73864205,25.49482437283848,Democratic Republic of the Congo,Democratic Republic of the Congo
Dalocha,7.7898174,38.2458043,Ethiopia,Ethiopia
Diana (Region),-13.108811750000001,49.13889997926927,Madagascar,Madagascar
Pasar Ujong Baro,5.2075517,96.6725960976996,Indonesia,Indonesia
Shimla,31.1041526,77.1709729,Bassas da India,Bassas da India
Ngororero,-1.854725,29.632534,Rwanda,Rwanda
Caravela,39.8618098,-8.8883134,Guinea-Bissau,Guinea-Bissau
Zogbodomey,7.01729035,2.20306582428993,Benin,Benin
Sanpya ward,20.1264358,92.8887822,Myanmar,Myanmar
Rourkela,22.253999399999998,84.8577520139704,Bassas da India,Bassas da India
Magta-lahjar,17.5127405,-13.0927887,Mauritania,Mauritania
Isabela,17.0,122.0,Philippines,Philippines
Obuasi,6.211542,-1.6894045,Ghana,Ghana
Shin Pin Kai,41.7087784,124.8226338,Myanmar,Myanmar
Byangabo,-1.5628558,29.5513069,Rwanda,Rwanda
Misrata,32.3745923,15.0905803,Libya,Libya
Chitakale,-16.011403,35.48961283566035,Malawi,Malawi
Sarangani,5.874722,125.275278,Philippines,Philippines
Kalemie,-5.9460209,29.1967172,Democratic Republic of the Congo,Democratic Republic of the Congo
Boeung Chhouk,13.10497255,103.1950154315536,Cambodia,Cambodia
Yeghegnadzor,39.7591317,45.3320458,Armenia,Armenia
Jeypore,18.89891745,82.5590760883135,Bassas da India,Bassas da India
Kakuma 4,3.753338,34.825154,Kenya,Kenya
Bamyan,34.75,67.25,Afghanistan,Afghanistan
Nalut,30.6131484,10.6709595,Libya,Libya
Kakuma 2,3.753338,34.825154,Kenya,Kenya
Ntunga,-1.961616,30.3514439,Rwanda,Rwanda
Auserd,22.567,-14.312906,Algeria,Algeria
Chifra,11.6033251,40.0162457,Ethiopia,Ethiopia
Ilocos Norte,18.166667,120.75,Philippines,Philippines
Safita,34.8204716,36.115325,Syrian Arab Republic,Syrian Arab Republic
Chheu Kach,11.2425447,105.4210198,Cambodia,Cambodia
Pasar Minggu (Kota Jakarta Selatan),-6.31606605,106.82553355,Indonesia,Indonesia
Pasar Johar,-6.97266345,110.42478745265991,Indonesia,Indonesia
Allahabad,25.4381302,81.8338005,Bassas da India,Bassas da India
Kaabong,3.65820615,34.2111233999499,Uganda,Uganda
Hewe,-10.8139068,33.5134376,Malawi,Malawi
Limbe,19.7064096,-72.4029292,Malawi,Malawi
Gueckedou,8.561649,-10.132821,Guinea,Guinea
Uvira,-3.4072776,29.135285430706507,Democratic Republic of the Congo,Democratic Republic of the Congo
Bissau-Bandim,11.8520985,-15.5950607,Guinea-Bissau,Guinea-Bissau
Kersa,9.455,41.86639,Ethiopia,Ethiopia
Pasar Delanggu,-7.62113825,110.6997400173023,Indonesia,Indonesia
Harbu,10.9234964,39.7850037,Ethiopia,Ethiopia
Almaty,43.2363924,76.9457275,Kazakhstan,Kazakhstan
Zemio,5.0247528,25.1292659,Central African Republic,Central African Republic
Gwalior,26.2037247,78.1573628,Bassas da India,Bassas da India
Isiolo town,3.9402433,41.86376106168384,Kenya,Kenya
Boyabu,3.7339921499999997,18.763416923323582,Democratic Republic of the Congo,Democratic Republic of the Congo
